Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2024-06-04,On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone EDM Ride,651,241,50%,85,21.75,16.31,883,,,
2024-06-04,On Demand,Kendall Toole,5,Cycling,Cool Down,5 min Cool Down Ride,36,119,43%,72,16.02,1.33,48,,,
2024-06-05,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,956,228,52%,83,22.21,25.82,1296,,,
2024-06-07,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,151,,,
2024-06-07,On Demand,Matt Wilpers,20,Cycling,Low Impact,20 min Low Impact Ride,149,125,47%,65,16.23,5.35,202,,,
2024-06-08,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,179,199,47%,85,19.96,4.99,243,,,
2024-06-08,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,875,243,50%,86,21.93,21.93,1187,,,
2024-06-09,On Demand,Matt Wilpers,120,Cycling,Power Zone,120 min Power Zone Endurance Ride,1665,231,54%,81,22.29,44.58,2259,,,
2024-06-10,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-06-12,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,147,,,
2024-06-13,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,106,,,
2024-06-14,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,185,201,46%,87,19.69,4.97,251,,,
2024-06-14,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,876,238,51%,85,21.99,22.31,1188,,,
2024-06-15,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1234,229,53%,81,22.00,33.00,1673,,,
2024-06-16,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,149,,,
2024-06-16,On Demand,Matt Wilpers,30,Cycling,Low Impact,30 min Low Impact Ride,271,151,49%,71,18.61,9.30,368,,,
2024-06-17,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,194,215,46%,94,21.10,5.27,263,,,
2024-06-17,On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone EDM Ride,695,257,51%,88,22.87,17.15,942,,,
2024-06-18,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1269,235,53%,84,22.60,33.89,1720,,,
2024-06-19,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,151,,,
2024-06-20,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,184,204,46%,89,20.59,5.15,249,,,
2024-06-20,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,890,247,51%,86,22.42,22.42,1207,,,
2024-06-21,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1260,233,52%,85,22.39,33.58,1709,,,
2024-06-21,On Demand,Matt Wilpers,10,Cycling,Low Impact,Extra 10: Low Impact Ride,91,154,51%,68,17.83,2.92,123,,,
2024-06-22,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-06-23,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,187,208,46%,90,20.74,5.18,254,,,
2024-06-23,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,819,227,48%,88,21.38,21.38,1110,,,
2024-06-23,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,68,130,46%,71,17.02,2.47,92,,,
2024-06-24,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1261,233,52%,85,22.56,33.84,1710,,,
2024-06-25,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-06-26,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,185,206,46%,90,20.68,5.17,251,,,
2024-06-26,On Demand,Olivia Amato,60,Cycling,Power Zone,60 min Power Zone Ride,898,250,50%,89,22.31,22.31,1219,,,
2024-06-27,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,93,154,47%,76,18.47,3.08,125,,,
2024-06-27,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1253,232,51%,85,22.31,33.47,1699,,,
2024-06-28,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,141,,,
2024-07-05,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,151,,,
2024-07-05,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,101,,,
2024-07-08,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,151,,,
2024-07-08,On Demand,Matt Wilpers,30,Cycling,Low Impact,30 min Low Impact Ride,253,141,44%,80,18.21,9.06,342,,,
2024-07-09,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,194,216,46%,94,21.43,5.36,262,,,
2024-07-09,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,868,241,49%,91,22.45,22.45,1174,,,
2024-07-10,On Demand,Sam Yo,15,Cycling,Power Zone,15 min FTP Warm Up Ride,190,211,46%,92,21.11,5.28,256,,,
2024-07-10,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,877,244,52%,88,23.00,23.01,1186,,,
2024-07-11,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-07-12,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,189,210,46%,91,21.08,5.27,255,,,
2024-07-12,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,888,247,50%,90,22.52,22.51,1200,,,
2024-07-13,On Demand,Matt Wilpers,120,Cycling,Power Zone,120 min Power Zone Endurance Ride,1677,233,52%,85,22.53,45.06,2267,,,
2024-07-14,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-07-15,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,192,213,46%,92,20.88,5.22,259,,,
2024-07-15,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,617,229,48%,89,21.44,16.08,835,,,
2024-07-16,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1270,235,52%,86,22.58,33.86,1717,,,
2024-07-17,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-07-18,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,192,213,46%,93,21.39,5.35,260,,,
2024-07-18,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,866,241,49%,88,22.02,22.02,1171,,,
2024-07-19,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1279,237,52%,85,22.69,34.04,1729,,,
2024-07-20,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-07-21,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,188,209,46%,90,20.54,5.13,254,,,
2024-07-21,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,785,218,47%,87,20.83,20.83,1061,,,
2024-07-21,On Demand,Matt Wilpers,10,Cycling,Low Impact,Extra 10: Low Impact Ride,76,127,47%,66,16.55,2.76,103,,,
2024-07-22,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1257,233,52%,84,22.51,33.76,1700,,,
2024-07-23,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,151,,,
2024-07-24,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,192,214,46%,92,21.24,5.31,260,,,
2024-07-24,On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone EDM Ride,696,258,51%,88,22.86,17.14,942,,,
2024-07-25,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1271,235,52%,86,22.59,33.89,1718,,,
2024-07-26,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-07-27,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,191,213,46%,91,20.80,5.20,259,,,
2024-07-27,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,812,225,48%,88,21.25,21.25,1097,,,
2024-07-27,On Demand,Matt Wilpers,10,Cycling,Low Impact,Extra 10: Low Impact Ride,88,146,46%,75,17.73,2.96,119,,,
2024-07-28,On Demand,Matt Wilpers,120,Cycling,Power Zone,120 min Power Zone Endurance Ride,1680,233,51%,86,22.59,45.18,2271,,,
2024-07-29,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-07-31,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-08-02,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-08-03,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,188,209,46%,92,20.94,5.23,255,,,
2024-08-03,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,868,241,50%,87,22.19,22.19,1173,,,
2024-08-03,On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,41,136,45%,72,16.79,1.40,55,,,
2024-08-04,On Demand,Matt Wilpers,120,Cycling,Power Zone,120 min Power Zone Endurance Ride,1703,236,52%,85,22.68,45.36,2302,,,
2024-08-05,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-08-06,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,192,213,47%,92,21.41,5.35,259,,,
2024-08-06,On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone EDM Ride,708,262,52%,89,23.19,17.39,958,,,
2024-08-07,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1255,232,52%,85,22.43,33.65,1697,,,
2024-08-08,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,151,,,
2024-08-09,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,189,210,46%,92,20.94,5.23,256,,,
2024-08-09,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,863,240,49%,87,21.71,21.71,1167,,,
2024-08-10,On Demand,Matt Wilpers,120,Cycling,Power Zone,120 min Power Zone Endurance Ride,1713,238,52%,86,22.70,45.40,2316,,,
2024-08-11,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-08-12,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,189,210,46%,91,20.74,5.19,256,,,
2024-08-12,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,651,241,49%,90,21.92,16.44,880,,,
2024-08-13,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1305,242,51%,88,22.86,34.30,1764,,,
2024-08-14,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-08-15,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,195,216,46%,92,21.14,5.29,263,,,
2024-08-15,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,771,214,46%,86,20.56,20.56,1043,,,
2024-08-16,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1263,234,53%,83,22.46,33.69,1708,,,
2024-08-16,On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,46,154,44%,82,18.38,1.53,63,,,
2024-08-17,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,151,,,
2024-08-17,On Demand,Matt Wilpers,10,Strength,Strength for Sport,10 min Strength for Runners,,,,,,,51,,,
2024-08-18,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,190,211,46%,90,20.57,5.14,257,,,
2024-08-18,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,891,248,49%,88,22.22,22.21,1205,,,
2024-08-18,On Demand,Matt Wilpers,10,Cycling,Low Impact,Extra 10: Low Impact Ride,78,135,47%,64,16.56,2.67,105,,,
2024-08-19,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1261,234,52%,86,22.60,33.91,1705,,,
2024-08-20,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,186,207,47%,89,20.88,5.22,252,,,
2024-08-20,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,875,243,51%,88,22.48,22.48,1183,,,
2024-08-21,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,151,,,
2024-08-22,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,194,216,46%,94,21.52,5.38,262,,,
2024-08-22,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,679,251,50%,89,22.50,16.88,918,,,
2024-08-23,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1279,237,52%,86,22.69,34.04,1729,,,
2024-08-25,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-08-26,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-08-27,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,0,0,0%,0,0,0,54,,,
2024-08-27,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,0,0,0%,0,0,0,331,,,
2024-08-28,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,0,0,0%,0,0,0,515,,,
2024-08-29,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-08-30,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,0,0,0%,0,0,0,53,,,
2024-08-30,On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone EDM Ride,0,0,0%,0,0,0,245,,,
2024-08-31,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,0,0,0%,0,0,0,515,,,
2024-09-01,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,148,,,
2024-09-02,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,0,0,0%,0,0,0,54,,,
2024-09-02,On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone EDM Ride,0,0,0%,0,0,0,246,,,
2024-09-03,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,0,0,0%,0,0,0,423,,,
2024-09-04,On Demand,Jess Sims,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,101,,,
2024-09-05,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,0,0,0%,0,0,0,54,,,
2024-09-05,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,0,0,0%,0,0,0,330,,,
2024-09-06,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,0,0,0%,0,0,0,516,,,
2024-09-07,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,151,,,
2024-09-08,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,0,0,0%,0,0,0,54,,,
2024-09-08,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,0,0,0%,0,0,0,332,,,
2024-09-09,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,0,0,0%,0,0,0,513,,,
2024-09-10,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,150,,,
2024-09-11,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,0,0,0%,0,0,0,54,,,
2024-09-11,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,0,0,0%,0,0,0,332,,,
2024-09-12,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,0,0,0%,0,0,0,512,,,
2024-09-13,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-09-14,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,0,0,0%,0,0,0,54,,,
2024-09-14,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,0,0,0%,0,0,0,331,,,
2024-09-15,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,0,0,0%,0,0,0,518,,,
2024-09-16,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-09-17,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,0,0,0%,0,0,0,54,,,
2024-09-17,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,0,0,0%,0,0,0,332,,,
2024-09-18,On Demand,Tunde Oyeneyin,10,Cycling,Power Zone,10 min FTP Warm Up Ride,0,0,0%,0,0,0,36,,,
2024-09-18,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,0,0,0%,0,0,0,427,,,
2024-09-19,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-09-20,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,0,0,0%,0,0,0,54,,,
2024-09-20,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,0,0,0%,0,0,0,330,,,
2024-09-21,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,0,0,0%,0,0,0,53,,,
2024-09-21,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,0,0,0%,0,0,0,427,,,
2024-09-22,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-09-23,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,0,0,0%,0,0,0,54,,,
2024-09-23,On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone EDM Ride,0,0,0%,0,0,0,245,,,
2024-09-24,On Demand,Rad Lopez,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2024-09-25,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,196,216,46%,96,21.56,5.41,266,,,
2024-09-25,On Demand,Christine D'Ercole,60,Cycling,Power Zone,60 min Power Zone Ride,930,258,51%,91,23.03,23.03,1257,,,
2024-09-26,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1280,236,51%,87,22.63,33.97,1731,,,
2024-09-27,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-09-28,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,190,210,46%,91,20.55,5.15,257,,,
2024-09-28,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,890,247,50%,88,22.43,22.43,1203,,,
2024-09-29,On Demand,Matt Wilpers,120,Cycling,Power Zone,120 min Power Zone Endurance Ride,1661,231,51%,86,22.48,44.95,2245,,,
2024-09-30,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,151,,,
2024-10-02,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-10-03,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,199,221,46%,96,21.91,5.48,269,,,
2024-10-03,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,906,252,52%,87,22.70,22.71,1224,,,
2024-10-04,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1252,232,51%,87,22.41,33.62,1693,,,
2024-10-05,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-10-06,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,192,214,47%,90,20.90,5.22,260,,,
2024-10-06,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,890,247,50%,89,22.26,22.26,1203,,,
2024-10-07,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1276,236,51%,88,22.53,33.79,1725,,,
2024-10-08,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-10-09,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,202,224,46%,95,21.77,5.44,273,,,
2024-10-09,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,834,232,48%,91,21.74,21.74,1128,,,
2024-10-10,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-10-11,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,201,223,47%,93,21.70,5.43,272,,,
2024-10-11,On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone EDM Ride,706,262,51%,90,23.09,17.32,955,,,
2024-10-12,On Demand,Matt Wilpers,120,Cycling,Power Zone,120 min Power Zone Endurance Ride,1689,235,51%,88,22.60,45.21,2283,,,
2024-10-13,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-10-14,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,194,216,46%,92,21.03,5.26,262,,,
2024-10-14,On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone EDM Ride,714,264,51%,91,23.27,17.45,965,,,
2024-10-15,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1296,240,52%,87,22.76,34.14,1752,,,
2024-10-16,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-10-17,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,190,211,46%,92,21.05,5.26,257,,,
2024-10-17,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,850,236,50%,86,22.18,22.18,1149,,,
2024-10-18,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1283,238,52%,86,22.73,34.10,1735,,,
2024-10-19,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-10-20,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,198,219,46%,93,21.36,5.34,267,,,
2024-10-20,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,900,250,50%,89,22.52,22.52,1216,,,
2024-10-21,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1271,235,52%,85,22.64,33.96,1718,,,
2024-10-22,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-10-24,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,207,231,47%,96,22.16,5.54,280,,,
2024-10-24,On Demand,Tunde Oyeneyin,60,Cycling,Power Zone,60 min Power Zone Ride,911,253,54%,84,22.98,22.98,1232,,,
2024-10-25,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,151,,,
2024-10-26,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,193,215,46%,93,21.49,5.37,261,,,
2024-10-26,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,818,227,48%,89,21.48,21.48,1106,,,
2024-10-27,On Demand,Matt Wilpers,120,Cycling,Power Zone,120 min Power Zone Endurance Ride,1704,237,52%,86,22.70,45.40,2304,,,
2024-10-28,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,152,,,
2024-10-29,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,194,216,46%,93,21.52,5.38,262,,,
2024-10-29,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,893,248,51%,89,22.74,22.73,1207,,,
2024-10-30,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Strength Roll Call: Bodyweight,,,,,,,151,,,
2024-11-01,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,138,156,44%,79,17.70,4.36,187,,,
2024-11-01,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,763,212,49%,86,21.52,21.52,1031,,,
2024-11-02,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,156,172,42%,95,19.73,4.94,211,,,
2024-11-02,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,0,0,0%,0,0,0,0,,,
2024-11-02,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,691,192,48%,85,20.99,20.99,934,,,
2024-11-03,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,101,,,
2024-11-04,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,20,191,44%,95,20.96,0.61,27,,,
